,query,context,label,base_prediction,base_probability,finetuned_prediction,finetuned_probability
42,What information should be provided to SCDF when responding to a major incident using the myResponder mobile application?,"3.1: The Importance of Early Defibrillation: At the time of a sudden cardiac arrest, the most common underlying cardiac rhythm is an irregular and chaotic electrical rhythm (shockable rhythms) called Ventricular Fibrillation (VF) or Ventricular Tachycardia (VT) without pulse. However, not all cardiac arrests present as Ventricular Fibrillation and may appear as other electrical rhythms (for example, asystole which is non-shockable).  During Ventricular Fibrillation, the heart muscles do not contract effectively and delivery of blood to the rest of the body ceases. The treatment for Ventricular Fibrillation is a shock administered using an Automated External Defibrillator (AED). This shock, together with chest compressions, will reinstate normal heart rhythm and contractility if administered as soon as possible (within 4 minutes). The survival rate decreases by 7-10% for every minute of delay in treating Ventricular Fibrillation. If delayed or untreated, Ventricular Fibrillation eventually degenerates into a fatal rhythm known as asystole where the heart has no electrical activity as reflected by a flat line tracing. At this juncture, the only treatment possible is to administer Cardiopulmonary Resuscitation (CPR).  In the past, only trained doctors, nurses, and paramedics could perform manual defibrillation as it requires the operator to recognize the cardiac rhythm of the casualty, whether it is shockable or non-shockable. Since the invention of Automated External Defibrillators, which are able to analyze the casualty’s cardiac rhythm through the electrode pads and advise if a shock is needed, a lay rescuer can now perform the defibrillation, thus improving survival rates. The Automated External Defibrillator (AED) should be brought to every person in cardiac arrest. Therefore, when calling 995 for the Singapore Civil Defence Force (SCDF) ambulance, also call for an Automated External Defibrillator by instructing others nearby “Get an Automated External Defibrillator”. However, if you are the lone rescuer, do not leave the casualty.  Research has shown that cardiac arrest casualties with Ventricular Fibrillation (VF) who are treated promptly have the best chances of survival. Similar experiences from around the world have also demonstrated that more lives are saved if early Cardiopulmonary Resuscitation (CPR) is combined with early defibrillation.",1.0,0,0.0115127544850111,1,0.9992484450340271
43,What information should be provided to SCDF when responding to a major incident using the myResponder mobile application?,"Step 4: Open the airway  - Perform the Head-Tilt, Chin-lift manoeuvre  to open the airway.   - While maintaining head tilt, open the mouth gently to check for visible foreign  bodies.   - If no foreign body is seen, perform another 30 chest compressions.  - If a foreign body  is seen, maintain the open airway with the Head-Tilt, Chin-Lift manoeuvre and insert the index finger of your other hand into the casualty’s mouth along the inside of the cheek.  - Use a hooking action to dislodge the foreign body and manoeuvre it out of the mouth. Take care not to force the foreign body deeper into the throat. This manoeuvre is known as the finger sweep .  Note:   - Do not perform blind finger sweep. Blind finger sweep may push the object back or further into the airway.   - However, if there are no objects found in the mouth, repeat steps 3 and 4 until object has been removed.   - For lay rescuers – Once object has been removed, check for breathing. If breathing is absent, repeat steps 3 and 4 until breathing resumes or emergency help arrives.  For trained healthcare providers – See step 5. ",0.0,0,1.4326747077575419e-05,0,0.00021974059927742928
44,"What is the approximate survival chance if cardiac arrest is reversed immediately, and how does this chance decrease with a 6-minute delay?","1.8: SCDF MYRESPONDER MOBILE APPLICATION In Singapore, many of the emergency cases SCDF responds to could be quickly attended to by members of the public even before SCDF’s arrival. For example, more than 3000 people suffer from Out-of-Hospital Cardiac Arrest (OHCA), with a survival rate of just 5%, which could be improved by simple medical intervention within the first few critical minutes. At the same time, there are more than 1,000 minor fires (such as rubbish chute/bin fire) that could easily be extinguished using publicly-available means. (See figure 1-16)   Figure 1-16 – Incidents that will trigger myResponder notifications description: Cardiac Arrest Accept the myResponder alert and proceed to the specified location. - Use the app to locate nearby Automated External Defibrillators (AEDs). - Upon reaching the patient, perform CPR or apply an AED. - Hand over the case to the Singapore Civil Defence Force (SCDF) paramedics upon their arrival.",1.0,0,0.020733416080474854,1,0.9994761347770691
45,"What is the approximate survival chance if cardiac arrest is reversed immediately, and how does this chance decrease with a 6-minute delay?","Placement of Defibrillation Pads for Children/Infant 1. For Automated External Defibrillators (AEDs) recommending anterior-anterior electrode pads placement, ensure that the electrode pads are not touching or overlapping each other, and are at least 2cm apart.",0.0,0,1.6617852452327497e-05,0,4.368559893919155e-05
46,What is the critical time frame within which cardio-pulmonary resuscitation (CPR) must be initiated to provide blood and oxygen flow to the brain and heart?,"3.4: PLACEMENT OF Automated External Defibrillator (AED) ELECTRODE PADS: Placement of Automated External Defibrillator Pads: Right Pad: Place one pad on the right side of the chest, just below the right collar bone. Left Pad: Place the other pad just below and to the left of the left nipple. Steps for Applying Automated External Defibrillator Pads: (1)Open the packet containing Automated External Defibrillator pads with cable and connector. (2)Peel off the protective backing from the pads. (3)Follow the pictures on the pads to determine their correct location on the chest. (4)Press the pads firmly onto the chest wall. (5)Stand clear when the Automated External Defibrillator is analyzing the heart rhythm. (6)Stand clear when pressing the button to deliver the shock. Key Note: Minimize Cardiopulmonary Resuscitation (CPR) interruption when placing Automated External Defibrillator pads and during defibrillation.",1.0,0,7.439898763550445e-05,1,0.9876374006271362
47,What is the critical time frame within which cardio-pulmonary resuscitation (CPR) must be initiated to provide blood and oxygen flow to the brain and heart?,"Step 1: Assessment  Infant is conscious and has stridor. If the obstruction is getting worse (complete airway obstruction), you will notice at least one of the following:  -Loss of voice.  -Increased breathing difficulty.  -The infant’s face may turn blue.  Immediately attempt to relieve the airway obstruction.  Step 2: Back blows and chest thrusts technique  Slide your arm under the infant to support the head with your palm and the back with your forearm.  Support the head and back of the infant’s body  “Sandwich” the infant:  - With your other hand, support infant’s jaw with your thumb on one side and the rest of your fingers on the other side.  Place your forearm on the infant’s chest.",0.0,0,1.8595925212139264e-05,0,0.0006940994062460959
48,What is the critical time frame within which circulation to the brain must be restarted to prevent permanent and irreversible brain damage?,"In a situation where a lone rescuer found an unresponsive casualty in a remote area with no accessibility to activate emergency medical service, it is necessary for the lone rescuer to assess the casualty’s responsiveness and breathing. If normal breathing is absent, chest compressions should commence immediately and continued for at least two minutes before leaving the casualty to seek help. Note: - However, if there is another person around, ask him/her to call 995 for SCDF EMS and get an AED. (A) Ask someone to get an AED Ask someone to get an AED if there is one within a 60-second walking distance. The SCDF emergency medical dispatcher may be able to locate the nearest AED and summon help from CPR-trained rescuers in the vicinity. However, if you are the lone rescuer, do not leave the casualty. (B) Check for normal Breathing Look for the rise and fall of the chest. Checking for normal breathing should not take more than ten seconds. It is important to recognize that gasping is NOT normal breathing but a sign of cardiac arrest (gasping can also happen 2.4 – Ask someone to get an AED 2.5 - Look for normal breathing in severe asthmatic ",1.0,0,1.7900294551509432e-05,1,0.9495460391044617
49,What is the critical time frame within which circulation to the brain must be restarted to prevent permanent and irreversible brain damage?,"1.6:  OTHER  COMMON  CAUSES  OF  CARDIAC ARREST A heart attack is the most common cause of cardiac arrest. There are other causes, which include:  Drug overdose, Choking, Smoke inhalation, Severe Trauma, Drowning, Electrocution, Severe allergy, Stroke Death in these situations can be prevented if someone trained in CPR and first-aid skills provides prompt help. ",0.0,0,1.815263749449514e-05,0,0.0010566571727395058
50,What is the essential position of the casualty for Cardiopulmonary resuscitation (CPR) to be effective?,"Assessing severity: 1. Mild: Partial Airway Obstruction (Able to produce sound, breathe, or cough) Do not interfere: Allow the casualty to clear the airway by coughing. Continue to check for deterioration (inability to produce sound, breathe, or cough) or until obstruction is relieved. Consider calling 995 for Singapore Civil Defence Force EMS if repeated attempts by the casualty are not successful. Note: Avoid feeding the casualty water/food and do not shake the casualty in an attempt to dislodge the foreign body.",1.0,0,0.00042542911251075566,1,0.9909647703170776
51,What is the essential position of the casualty for Cardiopulmonary resuscitation (CPR) to be effective?,"5.2: RECOGNITION OF FOREIGN BODY AIRWAY OBSTRUCTION (FBAO) Foreign Body Airway Obstruction (FBAO) can be either partial or complete. Coughing is the body’s natural defence against airway obstruction. A casualty with partial (mild) airway obstruction will cough to expel the foreign body. If the casualty is wheezing (breathing noisily with a wheezing sound) or coughing, this means that the airway is partially obstructed. Do not interfere. Allow the casualty to cough to expel the object himself/herself. In complete airway obstruction, the casualty is unable to speak, breathe or cough and may become cyanotic (blue). The casualty will clutch the neck with thumb and fingers, the universal distress signal for choking that requires immediate action.",0.0,0,0.0006963550695218146,0,0.010743450373411179
52,"What is the estimated number of people who suffer from Out-of-Hospital Cardiac Arrest (OHCA) in Singapore, and what is the current survival rate?","Based on national health statistics from the Ministry of Health in 2019, Singapore, ischemic heart disease (lack of blood circulation to heart muscles) is the third most common cause of death, contributing to 18.8% of total mortality.  A person with heart disease is prone to a heart attack, which could result in cardiac arrest and sudden death. According to a study conducted in Singapore*, the crude incidence rate of Out-of-Hospital Cardiac Arrest (OHCA) in 2019 was 56.7 per 100,000 population in 2019 (3233 casualties), of which, 2239 cases (74%) of cardiac arrests occur in the home. Bystander CPR was performed on 1937 casualties (60%) and bystander defibrillation was performed on 340 (10.5%) of them. Out of 200 survivors (6.2%), 156 (4.8%) of them survived to be discharged with good-to-moderate neurological functions.  Survival from sudden death can be maximized with the prompt application of basic life-saving skills of cardio-pulmonary resuscitation (CPR) and use of automated external defibrillators (AEDs). These can be performed by anyone, anywhere and anytime. All that is needed is the rescuer’s two hands. ",1.0,1,0.9986279010772705,1,0.9993584752082825
53,"What is the estimated number of people who suffer from Out-of-Hospital Cardiac Arrest (OHCA) in Singapore, and what is the current survival rate?",If there are 2 trained healthcare providers: - The ratio of chest compressions to ventilations is 15:2. - Perform 10 cycles of 15 compressions and 2 ventilations within 2 minutes.,0.0,0,4.4752287067240104e-05,0,4.600114334607497e-05
54,What is the first action a lone rescuer should take when finding an unresponsive casualty in a remote area with no accessibility to activate emergency medical service?,"On an electrocardiogram (ECG), normal heart rhythm, also known as the Normal Sinus Rhythm, appears as below: 5 large squares = 1second 1 small square = 0.04 s  1 large square = 0.2 s 1 QRS per second Heart rate = 60 per minute Count the number of large intervals and divide into 300 squares between 2 RR The human body has two lungs which absorb oxygen from the air that is breathed in. 21% of air consists of oxygen, of which 5% is extracted by the lungs. The extracted oxygen is passed to the blood within the capillaries of the lungs. The capillaries confluence into the pulmonary vein, which transports the oxygenated blood into the left side of the heart.  Exchange of Oxygen and Carbon Dioxide in the lungs  The remaining 16% of unabsorbed oxygen is breathed out. This is extremely important in the context of mouth-to-mouth ventilation; the air that the rescuer ventilate into a cardiac arrest casualty can deliver sufficient oxygen to save and sustain life. ",1.0,0,1.7919866877491586e-05,0,0.06674301624298096
55,What is the first action a lone rescuer should take when finding an unresponsive casualty in a remote area with no accessibility to activate emergency medical service?,"Use of Automated External Defibrillator (AED) for Child/Infant  (a) If an Automated External Defibrillator (AED) with paediatric pads or mode is not available, an Automated External Defibrillator (AED) with adult pads may be used.  (b) In these cases, the risk/benefit ratio may be favourable, and the use of an Automated External Defibrillator (AED) (preferably with paediatric pads or mode) should be considered.  (c) For Automated External Defibrillators (AEDs) with paediatric pads or mode: - When the Automated External Defibrillator (AED) arrives, switch it on. - Switch to the paediatric electrode pads or mode. - Attach the electrode pads according to the illustrations on the placement of electrode pads. - Follow the Automated External Defibrillator's (AED's) instructions and continue chest compressions and ventilations until medical help arrives.  (d) For Automated External Defibrillators (AEDs) without paediatric pads or mode: - When the Automated External Defibrillator (AED) arrives, switch it on. - If only adult pads are available, ensure that the pads do not touch or overlap each other. Attach the defibrillation pads on front (right pad on central sternum) and back (left pad on the upper back between the shoulder blades) in an anterior-posterior electrode pads placement as shown. - Follow the Automated External Defibrillator's (AED's) instructions and continue chest compressions and ventilations until medical help arrives.",0.0,0,1.566060927871149e-05,0,0.0010001942282542586
56,"What is the first step in the DRSABC mnemonic for performing CPR, and what does it entail?","For trained healthcare providers: - Checking of carotid pulse and breathing (not more than 10 seconds) should be done.  - Check for carotid pulse when checking for normal breathing. Slide your fingers down to the groove at the side of the neck near you (this is the location of the carotid pulse). - If unsure about the presence of pulse and normal breathing at the end of 10 seconds, assume cardiac arrest and commence chest compressions. ",1.0,0,5.126728137838654e-05,1,0.9931595325469971
57,"What is the first step in the DRSABC mnemonic for performing CPR, and what does it entail?",Assist the paramedics: Until the casualty is loaded into the ambulance. The Automated External Defibrillator (AED) electrode pads should remain on the casualty while transporting to the hospital. What are the duties for the person in charge of the Automated External Defibrillator (AED) after the Automated External Defibrillator (AED) has been used? The facility or safety manager must be informed of the usage of the Automated External Defibrillator (AED).,0.0,0,6.670888978987932e-05,0,0.0001243877486558631
58,What is the first step to take if an adult is unresponsive and you are alone with no bystanders?,"For trained healthcare providers: - Checking of carotid pulse and breathing (not more than 10 seconds) should be done.  - Check for carotid pulse when checking for normal breathing. Slide your fingers down to the groove at the side of the neck near you (this is the location of the carotid pulse). - If unsure about the presence of pulse and normal breathing at the end of 10 seconds, assume cardiac arrest and commence chest compressions. ",1.0,0,1.5405648809974082e-05,1,0.9976211190223694
59,What is the first step to take if an adult is unresponsive and you are alone with no bystanders?,"SAMPLE PRACTICAL SCENARIOS (FOR ADULTS):  The following scenarios may be used by the instructor to depict possible situations which you may encounter due to the varied nature of an emergency. By practicing these scenarios, you can be more confident to assist a casualty in emergencies.  (1) Shock – No Shock – No Shock  (2) No Shock – Shock – No Shock  (3) Shock – Shock – No Shock  (4) No Shock – No Shock – Shock  (5) No Shock – No Shock – No Shock",0.0,0,0.00010314283281331882,0,0.0006714512128382921
60,What is the likely outcome if a patient's heart stops beating and breathing normally for more than 10 minutes?,"1.7: THE CHAIN OF SURVIVAL The essential steps for helping a cardiac arrest victim are illustrated in a system called the “Chain of Survival”. The seven rings in this chain are: Prevention, Early Recognition and Access, Early cardio-pulmonary resuscitation (CPR), Early Defibrillation, Emergency Medical Services (Ambulance), Advanced Cardiac Life Support, Recovery.  First Ring: Prevention  Prevention is better than intervention. A healthy diet and lifestyle can reduce the risk of heart diseases. Going for regular medical check-ups can help detect problems early and prompt the individuals to seek treatment early and adjust their diet and lifestyles.  Second Ring: Early Activation and Automated external defibrillators (AEDs) Access  Call for ambulance (dial 995) and get an Automated external defibrillators (AEDs) if visible and near-by. Follow the Singapore Civil Defence Force (SCDF) dispatcher’s instructions.  Third Ring: Early cardio-pulmonary resuscitation (CPR)  The brain cells start dying within 4-6 minutes of cardiac arrest. Cardio-pulmonary resuscitation (CPR) must be initiated as soon as possible to provide blood and oxygen flow to the brain and heart.  Fourth Ring: Early Defibrillation  Automated external defibrillators (AEDs) are increasingly available in the community, at lift lobbies, void decks, gymnasium, shopping malls, hotels, airports and schools etc. Apply onto the casualty and be ready to defibrillate.  Fifth Ring: Emergency Medical Services (Ambulance)  Quick access to the scene and transport to the hospital makes a difference to the casualty’s chances of survival.  Sixth Ring: Advanced Cardiac Life Support Medical teams will provide advanced cardiac life support at the hospital with the use of Intravenous/Intraosseous (IV/IO) medication and delivery of oxygen via mechanical systems (ie. Bag-Valve Masks and ventilators).  Seventh Ring: Recovery  To ensure a good survival outcome after OHCA requires continued community and medical support (ie. social services, physio/occupational therapy, nutritional guidance, etc) and therapy to re-habilitate the individual back to normalcy. ",1.0,0,0.0013042804785072803,1,0.99941086769104
61,What is the likely outcome if a patient's heart stops beating and breathing normally for more than 10 minutes?,Intrinsic Causes - The tongue can fall backward into the pharynx and obstruct the airway in an unconscious casualty in the supine position. - Blood from head and facial injuries can flow into the airway. - Regurgitated stomach contents can enter the airway.,0.0,0,4.423148129717447e-05,0,9.59890239755623e-05
62,What is the maximum distance from their location that Community First Responders (CFRs) will be notified of cardiac arrest and fire cases?,"The myResponder mobile application is available on Apple and Android stores.  myResponder works by notifying members of the public – also known as Community First Responders (CFRs) – of cardiac arrest and fire cases within 400m of their location. myResponder will also highlight nearby AEDs that may be available to responders, and provide guided advisories in the mitigation of minor fires. CFRs can then proceed to the stated location and assist by performing Cardiopulmonary resuscitation (CPR) or applying an Automated external defibrillator (AED) to revive the patient, mitigating minor fires using available extinguishing means, or providing further information to SCDF’s 995 Operations Centre. Response is entirely voluntary, however, volunteers are encouraged to respond, when they are available and within safe and reasonable means. 1.18 – The above QR code works for both Apple iOS and Google Android OS and will direct to the App Store or Google Play respectively. The myResponder function is also available within the SGSecure application",1.0,1,0.9990119934082031,1,0.9994471669197083
63,What is the maximum distance from their location that Community First Responders (CFRs) will be notified of cardiac arrest and fire cases?,"Support the infant’s head and body as a unit.  - Stride one leg forward (same side as the forearm supporting the infant) by bending the knee. Ensure that the foot is flat on the floor. Do not tip-toe.   -Straddle the infant facing downwards with the head lower than the body.   -Rest the forearm that is supporting infant’s chest onto the thigh (same side as the hand, making sure that the infant’s head is lower than the body.)  Deliver 5 back blows forcefully between the shoulder blades with the heel of your other hand.  “Sandwich” the infant and turn the infant over with head lower than the body.  Rest the forearm that is supporting the infant’s back onto the thigh (same side as the hand) to support the infant.  - Draw an imaginary line between infant’s nipples with the ring (fourth) finger to the centre of the chest.  Place your middle and index fingers (third and second) next to your ring (fourth) finger.' - Lift up your ring (fourth) finger and deliver 5 chest thrusts over the lower half of the sternum (breastbone). - If a foreign body is seen, place the infant on a firm flat surface and remove the foreign body with your little finger. - Repeat back blows and chest thrusts until the foreign body is expelled or the infant becomes unconscious. Figure 7-7 – Deliver 5 chest thrusts. Note: ",0.0,0,1.4527856365020853e-05,0,4.43801618530415e-05
64,What is the minimum requirement for performing basic life-saving skills of cardio-pulmonary resuscitation (CPR) and use of automated external defibrillators (AEDs)?,"1.8: SCDF MYRESPONDER MOBILE APPLICATION In Singapore, many of the emergency cases SCDF responds to could be quickly attended to by members of the public even before SCDF’s arrival. For example, more than 3000 people suffer from Out-of-Hospital Cardiac Arrest (OHCA), with a survival rate of just 5%, which could be improved by simple medical intervention within the first few critical minutes. At the same time, there are more than 1,000 minor fires (such as rubbish chute/bin fire) that could easily be extinguished using publicly-available means. (See figure 1-16)   Figure 1-16 – Incidents that will trigger myResponder notifications description: Cardiac Arrest Accept the myResponder alert and proceed to the specified location. - Use the app to locate nearby Automated External Defibrillators (AEDs). - Upon reaching the patient, perform CPR or apply an AED. - Hand over the case to the Singapore Civil Defence Force (SCDF) paramedics upon their arrival.",1.0,0,0.0006146084051579237,1,0.9996521472930908
65,What is the minimum requirement for performing basic life-saving skills of cardio-pulmonary resuscitation (CPR) and use of automated external defibrillators (AEDs)?,"For trained healthcare providers  - Check for normal breathing and pulse after every 5 cycles of Cardiopulmonary Resuscitation (CPR) 30:2.  - If normal breathing and pulse are absent or you are unsure, continue Cardiopulmonary Resuscitation (CPR) 30:2.  - If pulse is present and normal breathing is absent, perform rescue breathing at a rate of 20 breaths per minute (one breath every 3 seconds) by giving one breath and counting 2-a-thousand, 3-a-thousand. - Re-assess for normal breathing and pulse after 20 breaths. - If both the breathing and pulse are present, position the casualty in the supine position and continuously monitor the casualty until help arrives.",0.0,0,0.1350530982017517,1,0.9904486536979675
66,"What is the most common cause of cardiac arrest, and what are some other possible causes that can be prevented with prompt help from someone trained in CPR and first-aid skills?","For trained healthcare providers, Checking of carotid pulse and breathing should not take more than 10 seconds. Check for carotid pulse when checking for normal breathing. Slide your fingers down to the groove at the side of the neck near you (this is the location of the carotid pulse). If unsure about the presence of carotid pulse and no normal breathing, assume cardiac arrest and commence chest compressions.",1.0,0,0.0001769392256392166,1,0.9975277781486511
67,"What is the most common cause of cardiac arrest, and what are some other possible causes that can be prevented with prompt help from someone trained in CPR and first-aid skills?",If there are 2 trained healthcare providers: - The ratio of chest compressions to ventilations is 15:2. - Perform 10 cycles of 15 compressions and 2 ventilations within 2 minutes.,0.0,0,4.594721758621745e-05,0,0.004576943814754486
68,What is the name of the blood vessels that carry oxygen-rich blood from the lungs to the left side of the heart?,"On an electrocardiogram (ECG), normal heart rhythm, also known as the Normal Sinus Rhythm, appears as below: 5 large squares = 1second 1 small square = 0.04 s  1 large square = 0.2 s 1 QRS per second Heart rate = 60 per minute Count the number of large intervals and divide into 300 squares between 2 RR The human body has two lungs which absorb oxygen from the air that is breathed in. 21% of air consists of oxygen, of which 5% is extracted by the lungs. The extracted oxygen is passed to the blood within the capillaries of the lungs. The capillaries confluence into the pulmonary vein, which transports the oxygenated blood into the left side of the heart.  Exchange of Oxygen and Carbon Dioxide in the lungs  The remaining 16% of unabsorbed oxygen is breathed out. This is extremely important in the context of mouth-to-mouth ventilation; the air that the rescuer ventilate into a cardiac arrest casualty can deliver sufficient oxygen to save and sustain life. ",1.0,0,0.4824507236480713,1,0.9994722008705139
69,What is the name of the blood vessels that carry oxygen-rich blood from the lungs to the left side of the heart?,"The correct placement of AED (Automated External Defibrillator) electrode pads for children: anterior-posterior and anterior-anterior. In the anterior-posterior placement, one electrode pad is positioned on the center of the chest, just below the right collarbone, while the other pad is placed on the back, directly behind the front pad, between the shoulder blades. In the anterior-anterior placement, one electrode pad is applied to the upper left side of the chest, below the collarbone, and the other pad is placed on the lower right side of the chest, below the nipple and above the abdomen.",0.0,0,3.3615891879890114e-05,0,9.582230995874852e-05
70,What is the name of the node that initiates the electrical signals that regulate the pumping action of the heart?,"The heart muscles receive oxygen rich blood via a set of coronary arteries.  The pumping action of the heart is initiated by electrical signals from a pacemaker (sinoatrial or SA node), these signals travel to other parts of the heart in an orderly manner through a conductive network. The electrical signals from the heart can be picked up by an electrocardiogram (ECG). The pumping action gives rise to an organized heart-beat at regular rate of 60-100 beats per minute in a normal person. ",1.0,1,0.9998038411140442,1,0.9997170567512512
71,What is the name of the node that initiates the electrical signals that regulate the pumping action of the heart?,"1.8: SCDF MYRESPONDER MOBILE APPLICATION In Singapore, many of the emergency cases SCDF responds to could be quickly attended to by members of the public even before SCDF’s arrival. For example, more than 3000 people suffer from Out-of-Hospital Cardiac Arrest (OHCA), with a survival rate of just 5%, which could be improved by simple medical intervention within the first few critical minutes. At the same time, there are more than 1,000 minor fires (such as rubbish chute/bin fire) that could easily be extinguished using publicly-available means. (See figure 1-16)   Figure 1-16 – Incidents that will trigger myResponder notifications description: Cardiac Arrest Accept the myResponder alert and proceed to the specified location. - Use the app to locate nearby Automated External Defibrillators (AEDs). - Upon reaching the patient, perform CPR or apply an AED. - Hand over the case to the Singapore Civil Defence Force (SCDF) paramedics upon their arrival.",0.0,0,1.462908312532818e-05,0,5.804027387057431e-05
72,"What is the normal heart rate in beats per minute, as indicated by a normal sinus rhythm on an electrocardiogram (ECG)?","The heart muscles receive oxygen rich blood via a set of coronary arteries.  The pumping action of the heart is initiated by electrical signals from a pacemaker (sinoatrial or SA node), these signals travel to other parts of the heart in an orderly manner through a conductive network. The electrical signals from the heart can be picked up by an electrocardiogram (ECG). The pumping action gives rise to an organized heart-beat at regular rate of 60-100 beats per minute in a normal person. ",1.0,1,0.9587081670761108,1,0.9998729228973389
73,"What is the normal heart rate in beats per minute, as indicated by a normal sinus rhythm on an electrocardiogram (ECG)?","Note: - Do not perform blind finger sweep. Blind finger sweep may push the object back or further into the airway. - However, if there are no objects found in the mouth, repeat steps 3 and 4 until object has been removed. - For lay rescuers – Once object has been removed, check for breathing. If breathing is absent, repeat steps 3 and 4 until breathing resumes or emergency help arrives. For trained healthcare providers – See step 5.",0.0,0,1.7069163732230663e-05,0,4.394159986986779e-05
74,What is the normal range of heartbeats per minute in a healthy individual?,"The flowchart below is titled ""Algorithm for One-Rescuer Cardiopulmonary Resuscitation (CPR) and Use of Automated External Defibrillator (AED)"" provides a step-by-step guide for performing Cardiopulmonary Resuscitation (CPR) and using an Automated External Defibrillator (AED).  Here is a detailed step-by-step flow of the chart:  1. Check for Danger (D): Ensure the area is safe for both the rescuer and the casualty. 2. Check Responsiveness (R): Try to get a response from the casualty. 3. Shout for Help (S): (a) Shout ""Help!"" (b) Call 995 for Singapore Civil Defence Force Emergency Medical Services (SCDF EMS) and follow the dispatcher’s instructions or activate the emergency response system (for in-facility/in-hospital cardiac arrest). 4. Get the Automated External Defibrillator (AED) (A): If there is another person around, ask him/her to get the Automated External Defibrillator (AED). If alone, do not leave the casualty. 5. Check for Normal Breathing and Pulse (B): Look for the rise and fall of the chest (not more than 10 seconds). If normal breathing (gasping is not normal breathing) is absent or unsure, start Cardiopulmonary Resuscitation (CPR). Healthcare Provider only: Check for carotid pulse as well. 6. Provide Continuous Chest Compressions (C): Expose the chest adequately. Perform chest compressions:     Lower half of sternum     Depth: 4-6 cm     Rate: 100-120 per minute     Allow complete chest recoil Healthcare Provider only: After 30 chest compressions     Head-Tilt, Chin-Lift     Provide 2 ventilations via Bag-Valve-Mask (BVM)     1 second per ventilation     Tidal Volume 400-600 milliliters or chest rises 7. Automated External Defibrillator (AED) Arrives: Check for Automated External Defibrillator (AED) Hazards:     Wet surfaces     Metallic surfaces     Flammable gases nearby Continue Cardiopulmonary Resuscitation (CPR) Turn on the Automated External Defibrillator (AED) Ensure the chest is bare and dry Apply pads as printed on the Automated External Defibrillator",1.0,0,0.0014468844747170806,1,0.9989495873451233
75,What is the normal range of heartbeats per minute in a healthy individual?,"If tired after 100 compressions, rescuer can take up to 10 seconds of rest and then resume chest compressions. 2.6 - Xiphoid Process (Female casualty) – to be avoided  2.7 - Xiphoid Process (Male casualty) – to be avoided  2.8 – Lift fingers off the chest wall and interlock hands  2.9 - Compression and release during CPR ",0.0,0,1.7580094208824448e-05,0,4.392630580696277e-05
76,What is the pathway by which oxygenated blood is transported from the lungs to the left side of the heart?,"The heart is a muscular pump located in the center of the chest and slightly towards the left.  The heart has two halves. The right side receives low oxygen blood from all parts of the body through veins and pumps it to the lungs via the pulmonary arteries to pick up oxygen. The left side receives oxygen-rich blood from the lungs through the pulmonary veins and delivers it to all parts of the body, including the vital organs such as the heart, lungs, kidneys and brain.",1.0,1,0.9979629516601562,1,0.9995260238647461
77,What is the pathway by which oxygenated blood is transported from the lungs to the left side of the heart?,"3.2: AUTOMATED EXTERNAL DEFIBRILLATORS (AEDs): Automated External Defibrillators (AED) are devices that deliver electrical shocks to shockable rhythms like Ventricular Fibrillation (VF) and Pulseless Ventricular Tachycardia (VT), allowing the heart to restore its function. Automated External Defibrillator are defibrillators designed to be small in size, lightweight, and portable. They generally work on similar basic principles and do the following:  (a)Analyze the electrical rhythm of the heart.  (b)Determine whether the heart needs to be shocked.  (c)If a shock is required, it automatically charges to a pre-set energy level.  (d)If no shock is required, the device will not charge-up. Deliver electric shocks via attached Automated External Defibrillator pads.  (e)Advise the rescuer through voice prompts on key actions to deliver the shock, check the casualty or continue Cardiopulmonary Resuscitation (CPR).  (f)Some AEDs provide counting tempo to assist rescuers in chest compressions. ",0.0,0,2.0305860743974335e-05,0,5.117628097650595e-05
78,"What is the percentage of Out-of-Hospital Cardiac Arrest (OHCA) cases in which bystander CPR was performed, based on the study conducted in Singapore in 2019?","Based on national health statistics from the Ministry of Health in 2019, Singapore, ischemic heart disease (lack of blood circulation to heart muscles) is the third most common cause of death, contributing to 18.8% of total mortality.  A person with heart disease is prone to a heart attack, which could result in cardiac arrest and sudden death. According to a study conducted in Singapore*, the crude incidence rate of Out-of-Hospital Cardiac Arrest (OHCA) in 2019 was 56.7 per 100,000 population in 2019 (3233 casualties), of which, 2239 cases (74%) of cardiac arrests occur in the home. Bystander CPR was performed on 1937 casualties (60%) and bystander defibrillation was performed on 340 (10.5%) of them. Out of 200 survivors (6.2%), 156 (4.8%) of them survived to be discharged with good-to-moderate neurological functions.  Survival from sudden death can be maximized with the prompt application of basic life-saving skills of cardio-pulmonary resuscitation (CPR) and use of automated external defibrillators (AEDs). These can be performed by anyone, anywhere and anytime. All that is needed is the rescuer’s two hands. ",1.0,1,0.9995700716972351,1,0.9998563528060913
